product,title,rating,body
Campus Men's Maxico Running Shoes,"3.0 out of 5 stars
Review after 10 months use",3.0,"Pros: light weight, good color and design, good for running, morning walkCons: I have used it for 10 months , wearing it I may be ran 2km for 30 days light and did morning walk on avg 4 days a week but the sole started to get separated. Which is sad, raised questions for its build quality l. I would be happy if someone from the company reads this and replace my shoe.
Read more"
"Cosco Light Cricket Tennis Ball (Pack of 6) Outer Material: Rubber, Color: Green, Standard Size","5.0 out of 5 stars
Strong",5.0,"Balls are good quality and strong. Has good life and has good weight. Very nice for tennis cricket.
Read more"
"Cosco Light Cricket Tennis Ball (Pack of 6) Outer Material: Rubber, Color: Green, Standard Size","4.0 out of 5 stars
Not upto the mark.",4.0,"I tried this ball for underarm cricket for the very first time.Bounce was good but after playing for 6-7 overs the upper layer of this ball comes out and then after 1-2 overs it is getting damaged.Not matchable with the quality of Tennex/Adrenex.
Read more"
"Cosco Light Cricket Tennis Ball (Pack of 6) Outer Material: Rubber, Color: Green, Standard Size","5.0 out of 5 stars
Cosco",5.0,"Cosco is the best company
Read more"
"Cosco Light Cricket Tennis Ball (Pack of 6) Outer Material: Rubber, Color: Green, Standard Size","5.0 out of 5 stars
Value for money",5.0,"When i was buying them i thought that they will be expensive and also i was bit confused with its genuine brand or not but when it came it is value for money and genuine product .
Read more"
"Cosco Light Cricket Tennis Ball (Pack of 6) Outer Material: Rubber, Color: Green, Standard Size","1.0 out of 5 stars
Dont buy worst balls",1.0,"Please dont buy the balls are bad quality within 5 overs of turf cricket the ball is totally cracked and unusable. Very poor quality no bounce.
Read more"
"Cosco Light Cricket Tennis Ball (Pack of 6) Outer Material: Rubber, Color: Green, Standard Size","3.0 out of 5 stars
Good",3.0,"Good
Read more"
"Cosco Light Cricket Tennis Ball (Pack of 6) Outer Material: Rubber, Color: Green, Standard Size","5.0 out of 5 stars
Product is worth its price",5.0,"The product is authentic and good quality
Read more"
"Cosco Light Cricket Tennis Ball (Pack of 6) Outer Material: Rubber, Color: Green, Standard Size","4.0 out of 5 stars
Ideal for street cricket",4.0,"It's good quality. Value for the money spent
Read more"
FreshDcart 5-Digit Tally Clicker Counter Finger Clicker Ring Electronic Light Digital Counting Machine for Cricket Umpire ...,"5.0 out of 5 stars
Good product",5.0,"The media could not be loaded.
                



 Usvally this comes only 1-999 but I found out it counts till 9999
Read more"
FreshDcart 5-Digit Tally Clicker Counter Finger Clicker Ring Electronic Light Digital Counting Machine for Cricket Umpire ...,"4.0 out of 5 stars
Good product",4.0,"Good product small button not easy to press
Read more"
FreshDcart 5-Digit Tally Clicker Counter Finger Clicker Ring Electronic Light Digital Counting Machine for Cricket Umpire ...,"5.0 out of 5 stars
It's working as expected",5.0,"Battery life also good.
Read more"
FreshDcart 5-Digit Tally Clicker Counter Finger Clicker Ring Electronic Light Digital Counting Machine for Cricket Umpire ...,"1.0 out of 5 stars
One item not working, no display",1.0,"One of them is not working with no display even after long pressing etc . The other is working. Thoroughly disappointed
Read more"
FreshDcart 5-Digit Tally Clicker Counter Finger Clicker Ring Electronic Light Digital Counting Machine for Cricket Umpire ...,"3.0 out of 5 stars
Serves the purpose but",3.0,"The counter serves the purpose but the flimsy build and no way given for battery replacement is a turn down.
Read more"
FreshDcart 5-Digit Tally Clicker Counter Finger Clicker Ring Electronic Light Digital Counting Machine for Cricket Umpire ...,"5.0 out of 5 stars
Easy to use",5.0,"Good for crochet and counting stitches
Read more"
FreshDcart 5-Digit Tally Clicker Counter Finger Clicker Ring Electronic Light Digital Counting Machine for Cricket Umpire ...,"5.0 out of 5 stars
Nice",5.0,"Nice product. Does the job
Read more"
FreshDcart 5-Digit Tally Clicker Counter Finger Clicker Ring Electronic Light Digital Counting Machine for Cricket Umpire ...,"4.0 out of 5 stars
A good substitute for japamala",4.0,"It would have better and wonderful if it can fix number of desired count
Read more"
Lifelong Treadmill LLTM162 Fit Pro 2 HP Peak DC Motorized|Under Desk Treadmill| Home Workout | Max Speed 8 Km/Hr | Walking...,"5.0 out of 5 stars
Perfect for Small Spaces and Easy Storage!",5.0,"I recently purchased this foldable walk-pad, and it has exceeded my expectations! The standout feature for me is its ability to fold flat, making it incredibly easy to store under my work table or even the sofa. This compact design means it doesn't take up unnecessary space when not in use, which is perfect for my small apartment.Despite its slim profile, the walk-pad is sturdy and provides a smooth walking experience. It's perfect for getting in some steps while working from home or during breaks. The setup was straightforward, and it's quiet enough to use without disturbing anyone.
Read more"
Lifelong Treadmill LLTM162 Fit Pro 2 HP Peak DC Motorized|Under Desk Treadmill| Home Workout | Max Speed 8 Km/Hr | Walking...,"4.0 out of 5 stars
A great compact walking pad",4.0,"This one is a compact walking pad & does its job. At times you can't go out / rainy season etc. you don't just miss your walking. I won't recommend running as the size is compact.Installation was no issue.. Just plug & play..Not meant for prolonged use as the motor heats up after about an hour. But this is not a big treadmill so use it wisely.Works great..
Read more"
Lifelong Treadmill LLTM162 Fit Pro 2 HP Peak DC Motorized|Under Desk Treadmill| Home Workout | Max Speed 8 Km/Hr | Walking...,"5.0 out of 5 stars
The best folding walking pad in the market",5.0,"Love this trademill pad by lifelong..perfect item for tight space rooms. It has a wonderful power..can walk, Jog, run everything smoothly..no sound at all. All functions are perfect and most importantly it's value for money.
Read more"
Lifelong Treadmill LLTM162 Fit Pro 2 HP Peak DC Motorized|Under Desk Treadmill| Home Workout | Max Speed 8 Km/Hr | Walking...,"5.0 out of 5 stars
Value for money !",5.0,"Great product, very easy to assemble - Just followed the video shown in item description. Compact, looks sturdy & durability can be commended only after some time. Very silent, no noise at all ! Budget product !!!
Read more"
Lifelong Treadmill LLTM162 Fit Pro 2 HP Peak DC Motorized|Under Desk Treadmill| Home Workout | Max Speed 8 Km/Hr | Walking...,"5.0 out of 5 stars
Value for money",5.0,"First of all its very very easy to install and handle single handedly. Take less space, low noise, basic features and sturdy quality product.
Read more"
Lifelong Treadmill LLTM162 Fit Pro 2 HP Peak DC Motorized|Under Desk Treadmill| Home Workout | Max Speed 8 Km/Hr | Walking...,"4.0 out of 5 stars
Budget Buy!!",4.0,"A very good treadmill in this budget range.. Cost effective.. Till now working good.. Easy to install.. However, speakers are not functioning..
Read more"
Lifelong Treadmill LLTM162 Fit Pro 2 HP Peak DC Motorized|Under Desk Treadmill| Home Workout | Max Speed 8 Km/Hr | Walking...,"5.0 out of 5 stars
Very good, works well",5.0,"Husband and I have been using it for a month mostly everyday. Works well. Very compact, comes installed so no hassle to contacting company to get it installed and all
Read more"
Lifelong Treadmill LLTM162 Fit Pro 2 HP Peak DC Motorized|Under Desk Treadmill| Home Workout | Max Speed 8 Km/Hr | Walking...,"4.0 out of 5 stars
Ease of installation, light weight and portable.",4.0,"Pros : 1) Best part of this treadmill or under desk walker is its easily foldable and portable, after your exercise routine is over, you can easily shift it anywhere if there is a shortage of space in your room. Ideal product for small living rooms.2) Its pocket friendly, its within a range of 11k and I don't think any one will get another good deal in this budget that too a motorized one.3) No need to call any expert for installation, just follow the instructions provided and its easy to install.Cons : The digital display is down in the walking board, for which one has always need to see down to know the statistics of his or her workout which sometimes disrupts the flow of walking or jogging.
Read more"
DSC mens Zoooter Cricket Shoes Cricket Shoes,"5.0 out of 5 stars
Fantastic",5.0,"Its a good shoe for beginners and has really good sole and upper body is also breathable
Read more"
DSC mens Zoooter Cricket Shoes Cricket Shoes,"4.0 out of 5 stars
About shoes",4.0,"The media could not be loaded.
                



 The shoes is nice and good but the sad part of the shoe is its soul i think after usnig it for 2 months its soul barely provide any cutiouning to my feet you can buy but think of your feet first and please buy extra soul for shoes if your going for this shoes and it look nice btw
Read more"
DSC mens Zoooter Cricket Shoes Cricket Shoes,"5.0 out of 5 stars
Good value for money",5.0,"It's comfortable
Read more"
DSC mens Zoooter Cricket Shoes Cricket Shoes,"3.0 out of 5 stars
Good product",3.0,"Comfort was good, Soul is not good
Read more"
DSC mens Zoooter Cricket Shoes Cricket Shoes,"1.0 out of 5 stars
Stitches fell apart just after 6 uses",1.0,"I thought it was good buy as the price is fair and it looks sturdy. But after just 6 uses, the front stitches untangled and my socks are showing outside. And the worst part is after the return window closes after 2 weeks of buying, there is no support for this at all. There is no warranty for this product.And another thing is the comfort. My feet was hurting after one day of playing. So I had to buy a new memory foam sole which costed another 600 rs. So I wouldn't say this was a good buy overall. Go for a warrantied shoe with good cushioning that might be costing a little more but at least you don't have to buy another insole for it.
Read more"
DSC mens Zoooter Cricket Shoes Cricket Shoes,"4.0 out of 5 stars
औसत दर्जे की है",4.0,"औसत दर्जे की है
Read more"
DSC mens Zoooter Cricket Shoes Cricket Shoes,"5.0 out of 5 stars
Ok shoes",5.0,"Good shoes, the only problem is everytime i have a match i have to wash the shoes as it gots dirty.
Read more"
DSC mens Zoooter Cricket Shoes Cricket Shoes,"5.0 out of 5 stars
DONT USE IT I SAID",5.0,"DONT BUY IT GO FOR ANOTHER I AM GIVING 5 STAR BEC IT WILL SHOW AT THE END NOONE CANT SEE MY MESSAGE OKAY , AFTER PLAYING ON SOIL OR GROUND AFTERWARDDS YOU SHOES WILL BE TEAR OR SOLE IS THE MAIN
Read more"
Baggit Women's PEPSI Sling Bag,"5.0 out of 5 stars
It's very good",5.0,"The purse is very good. You can use it as a sling or normally. It's spacious also. Looks decent. Size is perfect to carry phone, a small water bottle, few other stuff. Only drawback is packaging. It came without Amazon packaging in a almost torn polythin . Packaging needs to be improved.
Read more"
Baggit Women's PEPSI Sling Bag,"4.0 out of 5 stars
Nice product",4.0,"Very good quality product and smart too.
Read more"
Baggit Women's PEPSI Sling Bag,"5.0 out of 5 stars
Very good bag at reasonable price.",5.0,"I liked the bag very much. It is exactly as shown in the product listing. Quality of bag material is also good. The inside of bag, finishing is also upto the mark. The only thing I was not satisfied was with the packaging in which the bag got delivered to me.
Read more"
Baggit Women's PEPSI Sling Bag,"5.0 out of 5 stars
Good Material and affordable price.",5.0,"Good Material and affordable price.
Read more"
Baggit Women's PEPSI Sling Bag,"5.0 out of 5 stars
Good everyday bag",5.0,"I bought it on sale, it's a good everyday bag that you can carry anywhere.
Read more"
Baggit Women's PEPSI Sling Bag,"4.0 out of 5 stars
Nice Bag - But size mentioned in the website is wrong",4.0,"Sling Bag leather quality is good. Color is also good but as not attractive as shown in the website. The blue looks good in website but looks dull in actual.As per the website the height is mentioned as 24.13 cm but in actual it is less than 21 cm. I was pretty disappointed by this. Hence, be careful when ordering this product.If size doesn't matter for you, this is a very good product. Value for money. In offer I got it for Rs. 450/-.Note: I request Amazon management to look into this and update the right product details so that the customers are not misguided.
Read more"
Baggit Women's PEPSI Sling Bag,"3.0 out of 5 stars
Spacious sling bag",3.0,"Very disappointed with the packaging. It came in plastic pack only. No paper cover was there. Also air bubble bag was not in a condition to keep the bag entact. If the seller can not provide the bubble bag, they can simply fill the bag with old newspaper to keep it entact.Bag is good. It's very spacious. But color is not tat bright, its a matt finish. Good for daily use only
Read more"
Baggit Women's PEPSI Sling Bag,"5.0 out of 5 stars
Green one",5.0,"Loved it. Its spacious and durable. Good investment. Looks decent tio
Read more"
"Strauss Adjustable Hand Grip with Counter, Green","5.0 out of 5 stars
Refund required",5.0,"By mistakely I ordered the product.  Please allow me to return the product and I want refund. I want my refund option pls by tomorrowA very useless product Its showing 60kg but it's actually may be 10kg
Read more"
"Strauss Adjustable Hand Grip with Counter, Green","4.0 out of 5 stars
Can be improved with more friction.",4.0,"Product is really sturdy and high quality. But the difficulty levels are not much, after a few weeks this will feel easy and not much of an exercise.
Read more"
"Strauss Adjustable Hand Grip with Counter, Green","5.0 out of 5 stars
Good quality",5.0,"Has convenient access, good space and colour
Read more"
"Strauss Adjustable Hand Grip with Counter, Green","3.0 out of 5 stars
Does its purpose but the counter stopped working",3.0,"My experience with the hand gripper has been a mixed bag. Initially, I found it to be an okay product, serving its purpose adequately. However, my enthusiasm quickly waned when the counter stopped working after just 10 days of use.While the gripper itself functions as expected, the malfunctioning counter is a significant letdown. It's frustrating to lose the ability to track progress and set goals so soon after purchase.Overall, while the hand gripper has its merits, the short lifespan of the counter is disappointing. If you're considering purchasing this product, be aware of this potential issue and decide accordingly.
Read more"
"Strauss Adjustable Hand Grip with Counter, Green","1.0 out of 5 stars
The item broke at the max setting of 60kg",1.0,"I could start with 40kg and gradually progressed to maximum setting. Today , when i tried the grip at 60kg, the hand grip broke to pieces. I am not sure I have become strong enough to break the item. This was plainly due to poor quality.The item is within the return window. But i am not sure if i can claim refund for a broken piece.I hope Amazon and the seller resolve my problem satisfactorily
Read more"
"Strauss Adjustable Hand Grip with Counter, Green","5.0 out of 5 stars
Good",5.0,"Useful
Read more"
"Strauss Adjustable Hand Grip with Counter, Green","4.0 out of 5 stars
Good quality hand grip with weight adjustable knob.",4.0,"Plastic and rubber build hand grip.This hand grip is good for beginners as you can adjust weight on it... Start with as minimum as 10kg and go upto 60kg with it's spring weight adjustable knob.Also it has a self-counting mechanism at the bottom which goes upto 99 and restarts from 00. You can also reset its counter by pressing and rotating simultaneously further until it comes to zero.Only drawback or kind of weak point in it is its plastic build that can be better. Why I'm saying is that because when you use it at upto 60kg it slightly get dis-aligned while pressing or in a complete tight grip, which makes it look like it's going to break. Hence 4 stars.But I'm using it for more than 2-3 months It didn't break or anything. So yeah good to go product. 100% recommended.
Read more"
"Strauss Adjustable Hand Grip with Counter, Green","5.0 out of 5 stars
Nice",5.0,"Nice to give gift to your gym lover friend
Read more"
Campus Men's ROC PRO Running Shoes,"5.0 out of 5 stars
Highly Recommended......",5.0,"Best of the best shoe, comfortable, well cushioned, it feels like standing on pillows, best for playing games like badminton or for running, breathable, reviewing after an year, i purchased this on 18.02.23 not even a single complaint, i prefer while playing badminton due to its anti skid sole.
Read more"
Campus Men's ROC PRO Running Shoes,"4.0 out of 5 stars
Good product",4.0,"Shose nice and Full comfortable
Read more"
Campus Men's ROC PRO Running Shoes,"5.0 out of 5 stars
Product Quality Money",5.0,"Best product, nice quality price is valubable. Delivered within 30 hours.
Read more"
Campus Men's ROC PRO Running Shoes,"1.0 out of 5 stars
Don't Buy !! Poor cushioning",1.0,"The shoe is comfortable to wear but the ankle cushioning has worn out for both shoes,due to which the hard outer layer is hurting the ankle. The shoe is used just to walk on threadmill for 30 min.
Read more"
Campus Men's ROC PRO Running Shoes,"5.0 out of 5 stars
Timely delivered and good design",5.0,"Timely delivered and good design
Read more"
Campus Men's ROC PRO Running Shoes,"3.0 out of 5 stars
Size is small as usual ,",3.0,"Shoe quality iss good but , size is smaller than usual , I use 10uk/IND , but this 10 is not comfortable........ , otherwise shoes is good....... Colour, sole etc nice 👍
Read more"
Campus Men's ROC PRO Running Shoes,"4.0 out of 5 stars
...",4.0,"Good quality, go for it
Read more"
Campus Men's ROC PRO Running Shoes,"5.0 out of 5 stars
Buy without any doubt this all rounder 👍🏻👍🏻",5.0,"The media could not be loaded.
                



 Best shoes for daily usages. It has dual pillo foam technology for more comfort to feet. The inner foam contain gel and outer foam gives stabilization. Dual capsules technology  makes this shoes more comfy and adjustable according to feet. The lashes are also good in colour having tiny dots makes it attractive. Thanks to seller cocoblu retails Ltd. for sending genuine product of latest manufacturing month i.e. 01/2023.Pro. Tips for online order.... Always order one cm large size of your feet. If your feet are 27 cms. then order the 28 cms. i.e. 8 number in size will be more comfortable. While walking, running, it never creates any noise and don't slips. The only one thing is noted.....although it is lightweight..... if it could be more lightweight. The buying range could be 900-1200 for online.
Read more"
Alan Jones Clothing Women's Slim Fit Trackpants,"5.0 out of 5 stars
Must buy. Trusted brand.",5.0,"Worth to buy. Cloth quality is excellent and very comfortable. Look is stylish. You can trust this brand.
Read more"
Alan Jones Clothing Women's Slim Fit Trackpants,"4.0 out of 5 stars
Value for money",4.0,"Good material, fitting is nice
Read more"
Alan Jones Clothing Women's Slim Fit Trackpants,"5.0 out of 5 stars
Very good quality",5.0,"It's nice, comfortable and fabric is strong worth buying
Read more"
Alan Jones Clothing Women's Slim Fit Trackpants,"3.0 out of 5 stars
I ordered Black colour but received blue colour",3.0,"The media could not be loaded.
                


Read more"
Alan Jones Clothing Women's Slim Fit Trackpants,"5.0 out of 5 stars
Superb",5.0,"Very good quality
Read more"
Alan Jones Clothing Women's Slim Fit Trackpants,"4.0 out of 5 stars
Would have preferred a longer length",4.0,"The material seems fine, not very soft. Haven't washed yet but it has 3 pockets and fits well. Not too stressful on the stomach and feels light while moving around. I am tall hence I wish the seam was longer to cover whole of my ankles. Otherwise a decent product.
Read more"
Alan Jones Clothing Women's Slim Fit Trackpants,"5.0 out of 5 stars
Worth the price",5.0,"Material is thick and comfortable.
Read more"
Alan Jones Clothing Women's Slim Fit Trackpants,"1.0 out of 5 stars
Lint(ruye) comes very soon.",1.0,"I wore this only for 1 hr and Lint occur. Very disappointed ☹️. Didn't expect this from Aj.
Read more"
Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...,"5.0 out of 5 stars
Good one",5.0,"This is good product. Trendy and useful, it keeps warm. Serves the purpose and you don't have kepp adjusting like the legacy ones.
Read more"
Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...,"4.0 out of 5 stars
Warm",4.0,"Cozy, stylish, and warm. this winter cap is a winter essential. The snug fit and quality materials make it a top pick for chilly days.
Read more"
Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...,"5.0 out of 5 stars
Excellent Quality",5.0,"Good for Winters and value for moneyThe quality is execellent i personally used this in my kedarnath trekkingThe temp. Of kedarnath is -6 when we trekking but this cloth is very warm.
Read more"
Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...,"3.0 out of 5 stars
Ok product",3.0,"Gloves were good looked durable and nice fitBut the cap and muffler was so so
Read more"
Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...,"5.0 out of 5 stars
Very soft and lightweight",5.0,"Loved the quality and softness. Color is same as shown in pic. Don't bother about higher price as quality and design is very good
Read more"
Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...,"5.0 out of 5 stars
Comfortable",5.0,"Nice and comfy one.
Read more"
Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...,"4.0 out of 5 stars
Good fit",4.0,"My husband loved it
Read more"
Boldfit Winter Wear for Women Winter Cap for Men Woolen Cap for Men Beanie Cap for Men Winter Gloves for Men Winter Clothi...,"5.0 out of 5 stars
Super quality",5.0,"Very comfortable, easily stretchable
Read more"
Adidas Mens Yking 2.0 Running Shoe,"5.0 out of 5 stars
Good shoe",5.0,"Comfortable shoes.Good look.Overall excellent.
Read more"
Adidas Mens Yking 2.0 Running Shoe,"4.0 out of 5 stars
Value for money",4.0,"I like colour, of the product and quality also good
Read more"
Adidas Mens Yking 2.0 Running Shoe,"5.0 out of 5 stars
Comfortable",5.0,"Very comfortable shoe. It's vale for money, light weight, awsome grip for tracking purpose.
Read more"
Adidas Mens Yking 2.0 Running Shoe,"5.0 out of 5 stars
Quality with lowest rate",5.0,"Overall good quality product.
Read more"
Adidas Mens Yking 2.0 Running Shoe,"4.0 out of 5 stars
venkataramanagyajangi.188@gmail.com",4.0,"Item is Good
Read more"
Adidas Mens Yking 2.0 Running Shoe,"3.0 out of 5 stars
After using it for 2 months",3.0,"It’s an average shoe, even the shoelace is not that quality for this price, little disappointed.
Read more"
Adidas Mens Yking 2.0 Running Shoe,"5.0 out of 5 stars
Og product.",5.0,"Its good I can wouch for the products genuinity.
Read more"
Adidas Mens Yking 2.0 Running Shoe,"4.0 out of 5 stars
good quality light weight.",4.0,"got this in amazon sale for 1550/- absolutely worth the price. delivery box is not that great but shoes are original and comfortable. good buy in 1500 range. a perfect pair for casual day at office or a trip to movies or mall outings. can use it as daily wear also.
Read more"
Nivia 4139 Hydro Pull Buoy (Yellow),"5.0 out of 5 stars
Most optimally prices Pull Buoy",5.0,"Saw various options for the same which are ridiculously over priced. This works as intended
Read more"
Nivia 4139 Hydro Pull Buoy (Yellow),"4.0 out of 5 stars
Works, able to float the core and below",4.0,"Works nice
Read more"
Nivia 4139 Hydro Pull Buoy (Yellow),"5.0 out of 5 stars
Good quality product",5.0,"My kid uses regularly for his swimming classes and is happy.
Read more"
Nivia 4139 Hydro Pull Buoy (Yellow),"5.0 out of 5 stars
Quality product",5.0,"Excellent product as expected.
Read more"
Nivia 4139 Hydro Pull Buoy (Yellow),"4.0 out of 5 stars
Nice",4.0,"I liked it
Read more"
Nivia 4139 Hydro Pull Buoy (Yellow),"4.0 out of 5 stars
Good",4.0,"It's worth for it cost but it's not good quality
Read more"
Nivia 4139 Hydro Pull Buoy (Yellow),"1.0 out of 5 stars
Not having good quality",1.0,"Not having good quality
Read more"
"GoPro HERO10 Action Camera with Free Swivel Clip, Digital, Battery & Shorty Tripod (Waterproof, Front & Rear Dual Screen,...","5.0 out of 5 stars
Go pro always number 1",5.0,Read more
"Red Cherry Leather Ball, Size Club (RED)","5.0 out of 5 stars
Amazing",5.0,"After 70 overs a ball was very good for inswing and outswing it's very durable and long lastingIt's value for money if you think about to buy this you can buy without any threat
Read more"
"Red Cherry Leather Ball, Size Club (RED)","4.0 out of 5 stars
Value for money.",4.0,"Value for money, durable and good performance. Cheapest yet one of the good ball available. Very good seam with proper bounce. Good quality leather used in it.
Read more"
"Red Cherry Leather Ball, Size Club (RED)","1.0 out of 5 stars
Not appropriate ball for practice",1.0,"Shape out already, quality check was not done before  sending it. Not in right shape to paly.
Read more"
"Red Cherry Leather Ball, Size Club (RED)","3.0 out of 5 stars
Average!!!",3.0,"The size and shape of the ball is not so good, the shine of the ball is not so good. Price is also bit more according to the quality of the ball.
Read more"
"Red Cherry Leather Ball, Size Club (RED)","5.0 out of 5 stars
Exccelent ball",5.0,"This is awesome cricket ball. Exccellent durability I played 30-40 drives but still looks like a brand new ball. Where as other ball has scratched on it. Exccellent in this price
Read more"
"Red Cherry Leather Ball, Size Club (RED)","2.0 out of 5 stars
Red cherry leather ball",2.0,"Not a perfect ball. This ball was shape out and not well finished product.
Read more"
"Red Cherry Leather Ball, Size Club (RED)","4.0 out of 5 stars
Red Cherry Leather Ball",4.0,"Brought this as a show piece for my office. Looks fine but i don’t think it’s playable with as there is a crack on the ball.
Read more"
"Red Cherry Leather Ball, Size Club (RED)","5.0 out of 5 stars
It bounces very good in the pitch and it is durable...",5.0,"The media could not be loaded.
                



 I like this product... The stitches and the leather are good. It lasted long...
Read more"
BLIVE Men's Full Sleeve Hooded T-Shirt | Printed Hoodie T-Shirt,"5.0 out of 5 stars
Happy with this hoodie",5.0,"I bought the BLIVE Men Cotton Blend Hooded Hoodie, I am very happy with my purchase. The hoodie is very soft and comfortable to wear, and the hooded neck design gives it a cool and casual look. The colour is exactly as shown in the picture and the fit is perfect for me. The hoodie is also easy to wash and does not shrink or fade. The price is reasonable and the quality is good. I would recommend this hoodie to anyone who is looking for a stylish and cozy hoodie.
Read more"
BLIVE Men's Full Sleeve Hooded T-Shirt | Printed Hoodie T-Shirt,"4.0 out of 5 stars
value for money",4.0,"value for money product
Read more"
BLIVE Men's Full Sleeve Hooded T-Shirt | Printed Hoodie T-Shirt,"1.0 out of 5 stars
Quality",1.0,"Poor quality fabric is used
Read more"
BLIVE Men's Full Sleeve Hooded T-Shirt | Printed Hoodie T-Shirt,"3.0 out of 5 stars
Material",3.0,"The Material quality can be better, got shrunk after 2-3 washes.
Read more"
BLIVE Men's Full Sleeve Hooded T-Shirt | Printed Hoodie T-Shirt,"5.0 out of 5 stars
Better than expected",5.0,"The quality is pretty good and the fitting is as expected , I think looks good on me
Read more"
BLIVE Men's Full Sleeve Hooded T-Shirt | Printed Hoodie T-Shirt,"2.0 out of 5 stars
Fabric is very bad",2.0,"Fabric quality is very poor... Very thin
Read more"
