product,title,rating,body
"Foodie Puppies Anti-Bacterial Pet Wet Wipes for Dogs, Puppies, & Pets with Fresh Apple Scent 6""x 8"" - Pack of 100 Wipes |(...","4.0 out of 5 stars
Worth the money.",4.0,"Dispensing mechanism is good. Wet wipes are good too. And fragrance is very mild which is good for cats.
Read more"
"Foodie Puppies Anti-Bacterial Pet Wet Wipes for Dogs, Puppies, & Pets with Fresh Apple Scent 6""x 8"" - Pack of 100 Wipes |(...","5.0 out of 5 stars
Value for money",5.0,"Good quality products
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","5.0 out of 5 stars
My kittens loved this",5.0,"Have been using this for my kittens. Now all grown up so changing to Adult food. This doesn't get soggy even during high humidity. Cats love this. Quite inexpensive compared to big brands but quality seems to be same. It's coming in new star shape. Looks nice. Supplimented by fresh small sea Fish and chicken mince, this makes for complete diet. No issues yet with health.
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","4.0 out of 5 stars
An ok product..",4.0,"GUYS PLEASE READ:Hello fellow cat lovers..B4 u cursed this product that ur cat vomitted or had indigestion or bla bla bla, just keep in mind that cats have a delicate taste palette..Which means u were feeding ur cat another variety of cat food b4 u bought this. It takes time for cats to adjust to their new food. They might even get sick if u suddenly change to another new food.Since this was a 1+1 deal, i got it. It was a good price. And cheaper than WHISKAS. But unfortunately, my cat doesn't like the taste of this alone. But that doesn't mean this product was bad. The problem with this product is, since its cheaper the quality is lesser than that of whiskas. I have no complains.HOW DO I KNOW?Its simple!B4 u Ewwww me, think again why u love ur cat and would do anything for them.I love my cat to the moon and back, so whenever i buy him a new food, i taste a little of it to make sure it taste fine. So If am ok, so will be my cat (cats eat human food too so its fine if i taste a little, u don't want to let ur little baby have something which taste awful. Would u?) I have tasted both the dry WHISKAS and this new food.There's a little difference in the taste department. Whiskas taste better and is on higher end.But let's be rational, we can't expect a good deal cheaper end goods with the higher end quality. Simple as that!So here's what i did..I mix a little of the new food with the old food he usually have and increase the dosage of the new food little by little to make sure my cat doesn't get upset stomach. I still do that. And he is completely fine. And he loves it.I'd advise u guys to do the same and not switch suddenly.GOOD LUCK CAT PARENTS
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","5.0 out of 5 stars
My Cat loves it",5.0,"Nice quality cat food
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","3.0 out of 5 stars
Average",3.0,"My cat didn't like the taste
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","5.0 out of 5 stars
Happy 😊",5.0,Read more
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","1.0 out of 5 stars
Alert !! Cheap quality Food",1.0,"Worst Product !! Cheap quality Food. I almost lost my Persian cat because of kidney problem after giving this food. Avoid Cheap Food for your cats. It’s will save your cats.
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","5.0 out of 5 stars
Cats love them",5.0,"Cats eat them well
Read more"
"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)","4.0 out of 5 stars
Meet",4.0,"Good
Read more"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,"5.0 out of 5 stars
Very nice product",5.0,"Good product
Read more"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,"4.0 out of 5 stars
"" Can look for a buying """,4.0,"Nice, but the handle seems a bit small although it works nicely!
Read more"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,"5.0 out of 5 stars
Useful product at a good price",5.0,"Very much needed if you have a pet. The control section in this tool is just good. It ensures i dont give pain to my paw while cutting their nail. Go for it.
Read more"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,"3.0 out of 5 stars
Not bad quality",3.0,"Average product
Read more"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,"5.0 out of 5 stars
Does the job well",5.0,"Recommended
Read more"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,"4.0 out of 5 stars
Best buy",4.0,"My dog sits quitely....Its really goodThe spring in between comes out oftenBut its fixable...
Read more"
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...","5.0 out of 5 stars
Good product",5.0,"Good one
Read more"
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...","4.0 out of 5 stars
Good fancy gadget",4.0,"Loved the build qualityI feel it's not that good to use for pets everytime as it wets the fur/hair and might create infection later. Use it once in a month.
Read more"
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...","5.0 out of 5 stars
Nice product",5.0,"Nice
Read more"
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...","5.0 out of 5 stars
Very good product",5.0,"My cats love it.
Read more"
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...","3.0 out of 5 stars
Not the right brush for long haired breed",3.0,"The brush is okay but bristles are very weak and bends sideways when I try to brush out my lhasa apso's mats. Probably good for double coated breeds but not for long haired breeds. Cleaning is super easy though.
Read more"
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...","1.0 out of 5 stars
Missing charging cable",1.0,"I have not received the charging cable for the brush and the package was torn when I received it.
Read more"
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...","5.0 out of 5 stars
Nice",5.0,"Very good product good for tangles and ease to use appearance also very nice
Read more"
"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...","4.0 out of 5 stars
A good buy !",4.0,"The product does what it claims. Very convenient to brush your furry baby. The dog hair comes off easily due to the mechanism. Easy to use and easy to clean. I recommend buying it.
Read more"
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,"5.0 out of 5 stars
Nice",5.0,"Got this one for my puppy, which is soft and easy to use.
Read more"
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,"4.0 out of 5 stars
Nice one",4.0,"Very uselful product
Read more"
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,"3.0 out of 5 stars
Not bad",3.0,"Not bad
Read more"
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,"1.0 out of 5 stars
Worst product",1.0,"This product is very bad it so bad that even buying it for ₹5 is waste of money
Read more"
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,"5.0 out of 5 stars
this is my 2nd purchase",5.0,"nice product, dispenses soap as you Bathe your doggo, it is difficult to clean though as hair gets stuck.
Read more"
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,"5.0 out of 5 stars
Very useful",5.0,"It’s a very useful addition to my collection..the brush is very good. It cleans the coat very well..I didn’t have to struggle to add the shampoo and made the process of bathing a dog hellbent on running around the bathroom so much easier. It cleans also well..so highly recommended for all pet parents. It comes in a pretty colour too
Read more"
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,"4.0 out of 5 stars
Your Dog will love it",4.0,"My dog enjoys it while is used this while bathing him.It also contains a shampoo dispenser so that its easy to give bath to dog
Read more"
HUDACRUSH Dog Bath Brush Body Scrubber Shampoo Dispenser Tick Remover for Shower Bathing and Shedding Soft Silicone Bristl...,"3.0 out of 5 stars
Ok product",3.0,"Brush is very soft, created good foam but does not penetrates the fur of my Labrador dog.
Read more"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,"5.0 out of 5 stars
Small and handy",5.0,"Small in size but I can still cut my Rotties nails without it. Works well, sturdy also.
Read more"
Foodie Puppies Professional Lockable Nail Cutter with Filer (Nail Cutter - Small) Grooming Tool Set Suitable for All Small...,"5.0 out of 5 stars
Good",5.0,"Does the job.my cat did not like the nail file but clipper is effective
Read more"
Aviean International Oven Baked Soft Dog Adult Biscuit 1kg Pack Chicken Flavour Dog Treat with High Protein,"5.0 out of 5 stars
Dogs loves it",5.0,"Bought for stray dogs , they loved it , so worth buying
Read more"
Aviean International Oven Baked Soft Dog Adult Biscuit 1kg Pack Chicken Flavour Dog Treat with High Protein,"1.0 out of 5 stars
Item as very hard for dogs to have it",1.0,"Dog food but was very hard for dogs to have it. Also the packet was damaged and all biscuits fell down once opened as it was damaged inside. Need a refund or replacement and a call asao
Read more"
Aviean International Oven Baked Soft Dog Adult Biscuit 1kg Pack Chicken Flavour Dog Treat with High Protein,"5.0 out of 5 stars
5star",5.0,"Good performance
Read more"
Aviean International Oven Baked Soft Dog Adult Biscuit 1kg Pack Chicken Flavour Dog Treat with High Protein,"5.0 out of 5 stars
Satisfied",5.0,"Great price. Simple packaging.Large size biscuits.The dogs jump for it.Buying more.
Read more"
Aviean International Oven Baked Soft Dog Adult Biscuit 1kg Pack Chicken Flavour Dog Treat with High Protein,"1.0 out of 5 stars
Old stock",1.0,"After opening, we noticed small crawling bugs may be due to old stock.
Read more"
Aviean International Oven Baked Soft Dog Adult Biscuit 1kg Pack Chicken Flavour Dog Treat with High Protein,"1.0 out of 5 stars
Bad quality",1.0,"The quality is so bad, that my dog vomited. There is some kind of fungus which turned black in the whole treat package. Injurious to health.
Read more"
Aviean International Oven Baked Soft Dog Adult Biscuit 1kg Pack Chicken Flavour Dog Treat with High Protein,"1.0 out of 5 stars
Flavour less too hard biscuits",1.0,"Flavour less too hard biscuits, too small in size, dog refuse to eat as it doesn't smell even chicken, money wasted.
Read more"
Heads Up For Tails Natural Anti Tick and Flea Powder for Dog & Cat - 100g,"5.0 out of 5 stars
Great product",5.0,"Effective almost instantly, smell was good, suitable for pet as it is intoxic
Read more"
Heads Up For Tails Natural Anti Tick and Flea Powder for Dog & Cat - 100g,"4.0 out of 5 stars
Good",4.0,"Quite effective
Read more"
Heads Up For Tails Natural Anti Tick and Flea Powder for Dog & Cat - 100g,"3.0 out of 5 stars
Not recommended on long haired cats",3.0,"Not effective on cats. It caused my cats fur to be rough and matted instead of their natural softness. Didnt see any result about  the anti flea claims. But good job on packaging and delivery so 3 stars.
Read more"
Heads Up For Tails Natural Anti Tick and Flea Powder for Dog & Cat - 100g,"1.0 out of 5 stars
Useless product",1.0,"Doesn’t work on ticksOnly makes the fur rough and matty
Read more"
Heads Up For Tails Natural Anti Tick and Flea Powder for Dog & Cat - 100g,"5.0 out of 5 stars
The product is good",5.0,"The product is so good. I have visited the store as well as seen so many reviews but it is the first time I brought the product for my cats and dogs. The package was too good plus the size and quantity of the product is impressive.
Read more"
Heads Up For Tails Natural Anti Tick and Flea Powder for Dog & Cat - 100g,"3.0 out of 5 stars
Useful",3.0,"Doggie had ticks and developed tick fever, and this came in handy. This is a good brand for dog needs.
Read more"
Heads Up For Tails Natural Anti Tick and Flea Powder for Dog & Cat - 100g,"1.0 out of 5 stars
Doesn't work",1.0,"Doesn't work atall
Read more"
Heads Up For Tails Natural Anti Tick and Flea Powder for Dog & Cat - 100g,"1.0 out of 5 stars
Awful",1.0,"Awful product. Made my dog's fur very rough and harsh.
Read more"
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)","5.0 out of 5 stars
Good product",5.0,"All indies that I feed love this
Read more"
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)","4.0 out of 5 stars
Good product",4.0,"I have been ordering drools regularly since the past few months since my dog likes it very much and this is the first time a packet in it was torn and the food inside was spoiled. Its a very good product if you take care of the packaging a little more.
Read more"
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)","5.0 out of 5 stars
Value for money",5.0,"Value for money and my pet is just loving it , re ordered
Read more"
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)","5.0 out of 5 stars
Affordable",5.0,"Must buy highly affordable
Read more"
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)","5.0 out of 5 stars
Dog food",5.0,"My babies love it . By babies I mean my two doggies. It’s basically a treat for them
Read more"
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)","1.0 out of 5 stars
Poor quality",1.0,"The media could not be loaded.
                



 Earlier whenever I'd bought it, quality was good, gravy consistency was just like a gravy - thick liquidBut this time it's watery , i thought a packet may be degraded bt all packets are coming out watery , my dog refused to eat it...just smells and walks away. As I'm a regular customer i ordered 2 boxes and it's a total waste very disappointed.
Read more"
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)","3.0 out of 5 stars
Misleading marketing",3.0,"Its mentioned on the box..Buy 5 Get 1 free..Only 5 boxes delivered with 6 packets per box
Read more"
"Drools Adult Wet Dog Food, Real Chicken and Chicken Liver Chunks in Gravy, 24 Pouches (24 x 150g)","4.0 out of 5 stars
My dog likes it very much",4.0,"My dog really love it
Read more"
Aviean International Oven Baked Soft Dog Adult Biscuit 1kg Pack Chicken Flavour Dog Treat with High Protein,"1.0 out of 5 stars
Packet was opened very bad state of the product",1.0,"The media could not be loaded.
                


Read more"
"Royal Canin Persian 30, 400 g","5.0 out of 5 stars
Good quality",5.0,"My cat was very lazy but after using this food cat is healthy and active but doesn't see any hair growth as mentioned on packet
Read more"
"Royal Canin Persian 30, 400 g","5.0 out of 5 stars
Healthy food",5.0,"My Persian cat is a big fan of Royal canin food… the hair and skin care range in the monsoon season helps my cat maintain great furr
Read more"
"Royal Canin Persian 30, 400 g","4.0 out of 5 stars
Good",4.0,"Nice product
Read more"
"Royal Canin Persian 30, 400 g","5.0 out of 5 stars
Amazing cat food",5.0,"My pet's love this
Read more"
"Royal Canin Persian 30, 400 g","5.0 out of 5 stars
Best",5.0,"Best for persians and 'me ow' brand is also great
Read more"
"Royal Canin Persian 30, 400 g","5.0 out of 5 stars
Best dry cat food for cat.",5.0,"This is one of the best cat food. You will get the result in 1-2 months in quality of your cat hair and body growth.
Read more"
"Royal Canin Persian 30, 400 g","5.0 out of 5 stars
Nice product and value for money",5.0,"Nice product and value for money
Read more"
"Royal Canin Persian 30, 400 g","5.0 out of 5 stars
Damaged Product",5.0,"The product I received was penctured however the point of leakage was not visible. As the product is non-veg and cannot be served to Cat I raised a query but was replied that the air leakage is not visible in photos!There was no external packing of product, just a delivery sticker was attached.I am throwing this product, you please watch out for yourself !!!
Read more"
"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg","5.0 out of 5 stars
Good product",5.0,"Good for adult dogs and quality and quantity is good,  its good for dogs its digestive and nutritions
Read more"
"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg","4.0 out of 5 stars
Nice product",4.0,"My pet like this flavour very much, good product at reasonable price
Read more"
"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg","5.0 out of 5 stars
Good",5.0,"Tasty
Read more"
"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg","5.0 out of 5 stars
My pet's favourite",5.0,"I used to have trouble making sure my pets finish their meals and get their regular dose of nutrition. Thanks to Purepet, their plates are licked clean.
Read more"
"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg","1.0 out of 5 stars
Quality very low",1.0,"I puchase for street dogs , they refused to take.
Read more"
"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg","3.0 out of 5 stars
Food is good",3.0,"It's available in market at introductory offer for 999
Read more"
"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg","5.0 out of 5 stars
Good one",5.0,"Budget friendly and nice quality.
Read more"
"Purepet Chicken & Vegetable Adult Dry Dog Food, 20kg","4.0 out of 5 stars
Good One But COSTLY",4.0,"Due to the cost I am giving 4 stars.Rest all are fine (My Dog is loving The Product)
Read more"
"API Fresh Water Master Test Kit, 1 Piece","5.0 out of 5 stars
Does what it is meant to do - to perfection!",5.0,"This is expensive and surely not a necessity in case you have a fish bowl or a nano tank. But in case you have a large tank, a crowded tank, or have fishes dying then this is the best option to know the water parameters andctake required measures. The results are perfect although the steps take some time. The kit should easily last 6 months plus and hence you will get value for money. Overall, the product does what it is supposed to do and is perfect at it. So reliable and dependable.
Read more"
"API Fresh Water Master Test Kit, 1 Piece","4.0 out of 5 stars
Genuine Product But way too Pricey",4.0,"Genuine Product! If you gonna cycle your tank its must have kit.Comes handy if you want to check ammonia /nitrite/nitrate in your tank.BUT HELLA PRICEY...Its just 20$ [ rs 1300] in USA but here the selling price is Double.Ya i know the import duty bla bla... BUT still i'll say its way too pricey.It should be around Rs 1500.I brought it coz i need it and i dont have any other choice. DAMMIT! so 4 star
Read more"
"API Fresh Water Master Test Kit, 1 Piece","5.0 out of 5 stars
Worth the price and best in the market.",5.0,"Checking my water conditions weekly and it does take a load of mind when I am sure water quality is not issue in case of stressed fishes.
Read more"
"API Fresh Water Master Test Kit, 1 Piece","5.0 out of 5 stars
Quick and accurate results. Must for your aquarium",5.0,"This product is excellent and provides very quick and accurate results. You just need to follow the instructions as per the manual and the test results will come quite accurate.The box includes:1. Chemical reagents to perform all the tests mentioned - PH, High PH, Ammonia, Nitrite, Nitrate2. 4 Test Tubes3. Manual and Color chartThe color chart is very helpful and the manual explains very clearly how to understand the results based on the color.The PH results come immediately. For Ammonia/Nitrite/Nitrate, you need to wait for 5 minutes. In a well cycled tank - Ammonia and Nitrite must be 0ppm(VERYImportant) and Nitrate also within acceptable limits.This is a must for any aquarium and specially useful for any new tank setups where you need to monitor the water conditions regularly during the cycling process.Based on the results, you can take decision for water changes. Best Master Test Kit available !!!! Go for it.
Read more"
"API Fresh Water Master Test Kit, 1 Piece","4.0 out of 5 stars
Ammonia testers note you have to mix both bottles 1 and 2 other wise color will not change",4.0,"All tests are accurate for ammonia tests u have to mix both bottles 1 and 2 and other use singles bottles for ph low and high there r two bottles both r different. in the container there r 2 ammonia 2 nitrites 1 nitrate and 2 ph bottles easy to use but read the instructions properly in the manual
Read more"
"API Fresh Water Master Test Kit, 1 Piece","5.0 out of 5 stars
Good water testing chemicals at an affordable price",5.0,"Very well packed and company sealed Original product received.It's Made in the USA and not the (API- Aquarium Products India). 4 test tubes with stoppers come along in the kit. You Can Check Ph, High Range Ph(If you have Cichlids that need high Ph), Ammonia, Nitrite, and Nitrate. Wish it had Chlorine, Iron, Calcium, Magnesium, and Phosphate checking too though they are very cheap chemicals but should have been added. To get the accurate value you have to shake the hell out of the bottles for 30 seconds or you will get the wrong result. The Stick method is easier to use and just takes a minute and with this, you have to make a Chemistry lab on your table.eSHa is one more company that makes awesome test sticks. You just dip it in the aquarium and match the colors and it's 1000 rupees cheaper. It's also available on Amazon. You can choose between the two. Hope the review was helpful. Do hit the thumbs up I just want to see how many of you guys got benefitted from my review.
Read more"
"API Fresh Water Master Test Kit, 1 Piece","3.0 out of 5 stars
Good product",3.0,"Good product but the packing was damaged spilled some chemical inside and feels like a previously opened and used box Accepted it because of emergency
Read more"
"API Fresh Water Master Test Kit, 1 Piece","5.0 out of 5 stars
Geniune Product",5.0,"First of was little worried if this is worth is considering the high price but received a geniune product(atleast I think so) and also the test also seems to be accurate.
Read more"
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)","5.0 out of 5 stars
Very Nice Product",5.0,"I give this treat to my pets evey day and they love it....i have placed monthly subscription of this items and my pets love it. The quality of the product is same and i never had any issues relating to quality or packaging. The item is also cost effective, safe, tasty and good value for money item.
Read more"
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)","4.0 out of 5 stars
Ok product, broken box",4.0,"In general drool products can’t be trusted, missed while ordering that it was from drools. There are several pet feed companies from companies you will find which are basically all same people and they keep changing names and selling like drools, purepet etc.
Read more"
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)","5.0 out of 5 stars
Good obe",5.0,"A very good supplement for our pet dogs. Have been feeding our boy , labrador for the past 3 years. One of his favourite bites. Good product
Read more"
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)","5.0 out of 5 stars
Nice product",5.0,"My gsd puppy loved it. Very useful in fulfilling the calcium needs of your dog.Choose the right amount to feed according to the weight of your dog.
Read more"
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)","3.0 out of 5 stars
Not very useful as a treat but good as a calcium suppliment.",3.0,"I thought that it was made up of raw-hide but I was wrong. These calcium bones don't even last 5 seconds. My pooches can easily gulp it down their throat which makes it not a very enjoyable treat. It doesn't provide the stimulation that a raw-hide stick provides.You can use it as a suppliment for calcium but it's not a good option for treats.
Read more"
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)","1.0 out of 5 stars
One inch steel pointel needle like thing found inside the drools calcium bone",1.0,"I have been using drools almost for 5-6 years.I bought drools  calcium bones and when my 4 months old puppy was eating in front of me ,suddenly pointed steel needle like thing came out,my pup could have have swallowed it .Such a careless action was not expected by such a big company.My advice to all the dog lovers kindly break it before giving.Is a life threatening .
Read more"
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)","5.0 out of 5 stars
Nice",5.0,"Value for money
Read more"
"Drools Absolute Calcium Bone Jar, Dog Treats For All Life Stages - 40 Pieces (600g)","4.0 out of 5 stars
Good for puppies",4.0,"This is best for puppies because these bones are soft, so puppies can easily eat them. However, if your only goal is to give calcium to your dog, then you can give this a try, but your goal is to get calcium and also to keep your dog busy chewing the bones, so you need to find another option because this is so soft that your dog can finish it in minutes.
Read more"
"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...","5.0 out of 5 stars
My dog loves it!",5.0,"My dog is a mix of a rottweiler and labrador, she has the body of a lab but a bite force of a rottie. All her toys have been chewed up and torn, but this rope has an amazing durability.playing tug with her is kinda tiring cause she gets to use her full strength and the rope doesn’t seem to budge. Amazing product, go for it!!💞🐕‍🦺
Read more"
"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...","4.0 out of 5 stars
Awesome product 👍",4.0,"I do like the product but since we can't choose the color of the product, (cons) I'm kinda disappointed because I alwaz get the one with more white color.Other than that what I felt was the ends after the knot could be a bit more longer.(Pros) I love the quality of the product. It's very strong and my dog love the rope. This is her favourite toy. So I'm soo happy about it.
Read more"
"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...","5.0 out of 5 stars
Good value",5.0,"Nice colours and looks well made. The product is also not giving away quickly.
Read more"
